timestamp,District_heat_temperature,Domestic_water_network_1_temperature,Radiator_network_1_temperature,Radiator_network_1_primary_valve,Ventilation_network_1_temperature,Ventilation_network_1_primary_valve,Ventilation_network_1_secondary_valve,Energy_consumption,Outside_temperature_average,Inside_temperature,CO2_concentration,avg_pressure_difference,Outside_humidity,Solar_irradiance
2021-09-02 17:00:00+00:00,71.05726452,58.01124439,32.73587677,2.099999905,25.88303979,4.885143127,0,16,9.8,,,,96,3
2021-09-02 18:00:00+00:00,70.38732702,58.04021619,32.30617379,2.099999905,26.53458479,3.970929066,0,13,9.5,,,,94,-1.1
2021-09-02 19:00:00+00:00,69.85399342,58.00616367,32.21266632,2.099999905,26.0329965,4.234846304,0,11,9.9,,,,93,-1.2
2021-09-02 20:00:00+00:00,69.30905678,58.07500076,32.20072914,2.099999905,26.22143515,4.10720786,0,11,11,,,,90,-1.9
2021-09-02 21:00:00+00:00,69.75716521,57.99644588,32.55876598,2.099999905,26.27702416,4.48882596,0,11,11.3,,,,92,-1.4
2021-09-02 22:00:00+00:00,70.06912402,57.99667107,33.00722387,2.099999905,26.57345758,3.962494514,0,11,11.5,,,,90,-2
2021-09-02 23:00:00+00:00,70.29897055,58.02500165,33.88345599,2.099999905,26.98271937,4.974723803,0,12,11.2,,,,84,-2.1
2021-09-03 00:00:00+00:00,70.67827273,57.9847581,35.34722045,2.099999905,27.59856749,5.635928572,0,11,10.9,,,,82,-1.5
2021-09-03 01:00:00+00:00,71.41916384,58.07394082,36.71416283,2.099999905,28.41652676,6.140017394,0,14,10.5,,,,88,-1.7
2021-09-03 02:00:00+00:00,72.01771146,58.12999761,37.13736808,2.099999905,28.65885454,6.506382321,0,15,9.1,,,,88,-1.7
2021-09-03 03:00:00+00:00,72.50730908,57.9182721,37.66425454,2.099999905,28.81231773,9.627930266,0,16,8,,,,85,-1.8
2021-09-03 04:00:00+00:00,66.46050963,56.21271207,37.03372882,2.099999905,29.98434415,38.34457712,0,17,7.5,,,,85,24.5
2021-09-03 05:00:00+00:00,74.46597189,58.07699884,37.70534376,2.099999905,28.7807091,9.915025002,0,23,7.3,,,,85,60.2
2021-09-03 06:00:00+00:00,74.52433868,58.03035432,36.79535883,2.099999905,28.50929442,7.597430384,0,24,6.8,,,,87,433.8
2021-09-03 07:00:00+00:00,74.32803376,57.75906682,35.42611181,2.099999905,27.57875261,6.904138177,0,28,7,,,,82,233.4
2021-09-03 08:00:00+00:00,73.52136641,57.78351236,33.88109264,2.099999905,27.07992288,6.222446476,0,23,6.5,,,,75,209.7
